institution_id,country,country_code,name_canonical,name_display,institution_name_norm,legacy_ids,aliases
1253,USA,US,University of Connecticut - Hartford,University of Connecticut - Hartford,university of connecticut hartford,"[""1783""]",[]
1254,USA,US,University of Dayton,University of Dayton,university of dayton,"[""1238""]",[]
1255,USA,US,University of Delaware,University of Delaware,university of delaware,"[""811""]",[]
1256,USA,US,University of Denver MSA,University of Denver MSA,university of denver msa,"[""1265""]",[]
1257,USA,US,University of Detroit Mercy,University of Detroit Mercy,university of detroit mercy,"[""1257""]",[]
1258,Qatar,QA,University of Doha for Science and Technology,University of Doha for Science and Technology,university of doha for science and technology,"[""361""]",[]
1259,UK,GB,University of Dundee,University of Dundee,university of dundee,"[""470""]",[]
1260,UK,GB,University of East Anglia,University of East Anglia,university of east anglia,"[""572""]",[]
1261,UK,GB,University of East London Islamic Society,University of East London Islamic Society,university of east london islamic society,"[""1784""]",[]
1262,UK,GB,University of Edinburgh,University of Edinburgh,university of edinburgh,"[""480""]",[]
1263,UK,GB,University of Edinburgh Islamic Society,University of Edinburgh Islamic Society,university of edinburgh islamic society,"[""480""]",[]
1264,UK,GB,University of Essex,University of Essex,university of essex,"[""1786""]",[]
1265,UK,GB,University of Exeter,University of Exeter,university of exeter,"[""1196""]",[]
1266,UK,GB,University of Exeter (Penryn),University of Exeter (Penryn),university of exeter penryn,"[""468""]",[]
1267,Ireland,IE,University of Galway,University of Galway,university of galway,"[""482""]",[]
1268,UK,GB,University of Glasgow,University of Glasgow,university of glasgow,"[""482""]",[]
1269,UK,GB,University of Greenwich,University of Greenwich,university of greenwich,"[""1186""]",[]
1270,Canada,CA,University of Guelph Muslim Students' Association,University of Guelph Muslim Students' Association,university of guelph muslim students association,"[""131""]",[]
1271,UK,GB,University of Hertfordshire,University of Hertfordshire,university of hertfordshire,"[""1183""]",[]
1272,USA,US,University of Houston Clear Lake,University of Houston Clear Lake,university of houston clear lake,"[""1789""]",[]
1273,UK,GB,University of Hull,University of Hull,university of hull,"[""1180""]",[]
1274,USA,US,University of Illinois Urbana-Champaign MSA,University of Illinois Urbana-Champaign MSA,university of illinois urbana champaign msa,"[""837""]",[]
1275,USA,US,University of Iowa,University of Iowa,university of iowa,"[""1790""]",[]
1276,USA,US,University of Kansas,University of Kansas,university of kansas,"[""1337""]",[]
1277,UK,GB,University of Kent,University of Kent,university of kent,"[""1191""]",[]
1278,USA,US,University of Kentucky,University of Kentucky,university of kentucky,"[""644""]",[]
1279,UK,GB,University of Leicester,University of Leicester,university of leicester,"[""497""]",[]
1280,UK,GB,University of Leicester Islamic Society,University of Leicester Islamic Society,university of leicester islamic society,"[""1791""]",[]
1281,Ireland,IE,University of Limerick,University of Limerick,university of limerick,"[""309""]",[]
1282,UK,GB,University of Lincoln Islamic Society (Lincoln ISOC),University of Lincoln Islamic Society (Lincoln ISOC),university of lincoln islamic society lincoln isoc,"[""538""]",[]
1283,UK,GB,University of Liverpool,University of Liverpool,university of liverpool,"[""495""]",[]
1284,USA,US,University of Louisville,University of Louisville,university of louisville,"[""851""]",[]
1285,UK,GB,University of Manchester ISoc,University of Manchester ISoc,university of manchester isoc,"[""591""]",[]
1286,UK,GB,University of Manchester PakSoc,University of Manchester PakSoc,university of manchester paksoc,"[""1338""]",[]
1287,Canada,CA,University of Manitoba Muslim Student Association,University of Manitoba Muslim Student Association,university of manitoba muslim student association,"[""1793""]",[]
1288,USA,US,University of Maryland - Baltimore County MSA,University of Maryland - Baltimore County MSA,university of maryland baltimore county msa,"[""820""]",[]
1289,USA,US,University of Maryland College Park,University of Maryland College Park,university of maryland college park,"[""795""]",[]
1290,USA,US,University of Massachusetts lowell,University of Massachusetts lowell,university of massachusetts lowell,"[""1794""]",[]
1291,USA,US,University of Miami,University of Miami,university of miami,"[""1795""]",[]
1292,USA,US,University of Michigan - Ann Arbor,University of Michigan - Ann Arbor,university of michigan ann arbor,"[""1796""]",[]
1293,USA,US,University of Missouri - Kansas City’s (UMKC) Middle Eastern Student Association,University of Missouri - Kansas City’s (UMKC) Middle Eastern Student Association,university of missouri kansas city s umkc middle eastern student association,"[""1797""]",[]
1294,USA,US,University of Missouri - Kansas City’s (UMKC) Pakistani Student Association (PSA),University of Missouri - Kansas City’s (UMKC) Pakistani Student Association (PSA),university of missouri kansas city s umkc pakistani student association psa,"[""1798""]",[]
1295,USA,US,University of Missouri- Saint Louis,University of Missouri- Saint Louis,university of missouri saint louis,"[""955""]",[]
1296,USA,US,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",university of nevada las vegas,"[""1799""]",[]
1297,USA,US,University of New Haven MSA,University of New Haven MSA,university of new haven msa,"[""1800""]",[]
1298,USA,US,University of New Mexico Muslim Student Association,University of New Mexico Muslim Student Association,university of new mexico muslim student association,"[""1801""]",[]
1299,USA,US,University of North Carolina at Chapel Hill Muslim Students Association,University of North Carolina at Chapel Hill Muslim Students Association,university of north carolina at chapel hill muslim students association,"[""1802""]",[]
1300,USA,US,University of North Carolina at Charlotte,University of North Carolina at Charlotte,university of north carolina at charlotte,"[""707""]",[]
1301,USA,US,University of North Texas MSA,University of North Texas MSA,university of north texas msa,"[""1803""]",[]
1302,UK,GB,University of Northampton,University of Northampton,university of northampton,"[""488""]",[]
1303,USA,US,University of Oklahoma,University of Oklahoma,university of oklahoma,"[""1804""]",[]
1304,USA,US,University of Oklahoma MSA,University of Oklahoma MSA,university of oklahoma msa,"[""954""]",[]
1305,Canada,CA,University of Ottawa Muslim Student Association,University of Ottawa Muslim Student Association,university of ottawa muslim student association,"[""28""]",[]
1306,Canada,CA,University of Ottawa Muslim Student Association,University of Ottawa Muslim Student Association,university of ottawa muslim student association,"[""1081""]",[]
1307,UK,GB,University of Oxford,University of Oxford,university of oxford,"[""1339""]",[]
1308,USA,US,University of Pennsylvania,University of Pennsylvania,university of pennsylvania,"[""858""]",[]
1309,USA,US,University of Pennsylvania Muslim Student Association,University of Pennsylvania Muslim Student Association,university of pennsylvania muslim student association,"[""1805""]",[]
1310,USA,US,University of Pittsburgh,University of Pittsburgh,university of pittsburgh,"[""1806""]",[]
1311,UK,GB,University of Plymouth,University of Plymouth,university of plymouth,"[""476""]",[]
1312,UK,GB,University of Portsmouth,University of Portsmouth,university of portsmouth,"[""1807""]",[]
1313,South Africa,ZA,University of Pretoria MSA,University of Pretoria MSA,university of pretoria msa,"[""1808""]",[]
1314,Canada,CA,University of Prince Edward Island Muslim Student Association,University of Prince Edward Island Muslim Student Association,university of prince edward island muslim student association,"[""53""]",[]
1315,UK,GB,University of Reading,University of Reading,university of reading,"[""490""]",[]
1316,Canada,CA,University of Regina Islamic Relief Club,University of Regina Islamic Relief Club,university of regina islamic relief club,"[""29""]",[]
1317,Canada,CA,University of Regina MSA,University of Regina MSA,university of regina msa,"[""22""]",[]
1318,USA,US,University of Rhode Island,University of Rhode Island,university of rhode island,"[""694""]",[]
1319,USA,US,University of Rochester,University of Rochester,university of rochester,"[""814""]",[]
1320,UK,GB,University of Roehampton,University of Roehampton,university of roehampton,"[""521""]",[]
1321,Canada,CA,University of Saskatchewan,University of Saskatchewan,university of saskatchewan,"[""122""]",[]
1322,USA,US,University of South Alabama Muslim Student Association,University of South Alabama Muslim Student Association,university of south alabama muslim student association,"[""916""]",[]
1323,USA,US,University of South Florida,University of South Florida,university of south florida,"[""1809""]",[]
1324,UK,GB,University of Southampton,University of Southampton,university of southampton,"[""510""]",[]
1325,USA,US,University of Southern California Muslim Student Union,University of Southern California Muslim Student Union,university of southern california muslim student union,"[""1810""]",[]
1326,South Africa,ZA,University of Stellenbosch (tygerberg campus),University of Stellenbosch (tygerberg campus),university of stellenbosch tygerberg campus,"[""1811""]",[]
1327,UK,GB,University of Stirling,University of Stirling,university of stirling,"[""616""]",[]
1328,UK,GB,University of Stirling - MENA,University of Stirling - MENA,university of stirling mena,"[""1812""]",[]
1329,UK,GB,University of Strathclyde,University of Strathclyde,university of strathclyde,"[""504""]",[]
1330,UK,GB,University of Sunderland,University of Sunderland,university of sunderland,"[""636""]",[]
1331,UK,GB,University of Surrey,University of Surrey,university of surrey,"[""478""]",[]
1332,Qatar,QA,University of Texas A&M,University of Texas A&M,university of texas a m,"[""1813""]",[]
1333,USA,US,University of Texas at Arlington,University of Texas at Arlington,university of texas at arlington,"[""1814""]",[]
1334,USA,US,University of texas at el paso,University of texas at el paso,university of texas at el paso,"[""1815""]",[]
1335,USA,US,University of Texas Medical Branch,University of Texas Medical Branch,university of texas medical branch,"[""1816""]",[]
1336,UK,GB,University of the Arts London,University of the Arts London,university of the arts london,"[""537""]",[]
1337,Canada,CA,University of The Fraser Valley,University of The Fraser Valley,university of the fraser valley,"[""65""]",[]
1338,UK,GB,University of the West of Scotland,University of the West of Scotland,university of the west of scotland,"[""543""]",[]
1339,UK,GB,University of the west of scotland,University of the west of scotland,university of the west of scotland,"[""1203""]",[]
1340,USA,US,University of Toledo,University of Toledo,university of toledo,"[""761""]",[]
1341,Canada,CA,University of Toronto Mississauga,University of Toronto Mississauga,university of toronto mississauga,"[""1074""]",[]
1342,Canada,CA,University of Toronto Scarborough,University of Toronto Scarborough,university of toronto scarborough,"[""1818""]",[]
1343,Canada,CA,University of Toronto St.George Muslim Students Association,University of Toronto St.George Muslim Students Association,university of toronto st george muslim students association,"[""137""]",[]
1344,USA,US,University of Utah,University of Utah,university of utah,"[""1820""]",[]
1345,USA,US,University of Virginia,University of Virginia,university of virginia,"[""942""]",[]
1346,UK,GB,University of Warwick,University of Warwick,university of warwick,"[""481""]",[]
1347,Canada,CA,University of Waterloo MSA,University of Waterloo MSA,university of waterloo msa,"[""141""]",[]
1348,Canada,CA,University of Western Ontario,University of Western Ontario,university of western ontario,"[""1822""]",[]
1349,UK,GB,University of Winchester - Hendon,University of Winchester - Hendon,university of winchester hendon,"[""535""]",[]
1350,UK,GB,University of Winchester - London,University of Winchester - London,university of winchester london,"[""469""]",[]
1351,Canada,CA,University of Winnipeg Muslim Students Association,University of Winnipeg Muslim Students Association,university of winnipeg muslim students association,"[""169""]",[]
1352,USA,US,University of Wisconsin Madison,University of Wisconsin Madison,university of wisconsin madison,"[""1823""]",[]
1353,USA,US,University of Wisconsin Milwaukee,University of Wisconsin Milwaukee,university of wisconsin milwaukee,"[""1824""]",[]
1354,UK,GB,University of York,University of York,university of york,"[""548""]",[]
1355,USA,US,Universty of Georgia (UGA),Universty of Georgia (UGA),universty of georgia uga,"[""790""]",[]
1356,USA,US,UNLV MSA,UNLV MSA,unlv msa,"[""678""]",[]
1357,USA,US,UNM MSA & DUNYA ASSOCIATION,UNM MSA & DUNYA ASSOCIATION,unm msa dunya association,"[""815""]",[]
1358,USA,US,UNT MSA,UNT MSA,unt msa,"[""774""]",[]
1359,UK,GB,Unveristy of the Arts London,Unveristy of the Arts London,unveristy of the arts london,"[""1832""]",[]
1360,UK,GB,Uplands Infant School,Uplands Infant School,uplands infant school,"[""1826""]",[]
1361,UK,GB,Upton Court Grammar School,Upton Court Grammar School,upton court grammar school,"[""1827""]",[]
1362,UK,GB,Urmston Grammar School,Urmston Grammar School,urmston grammar school,"[""601""]",[]
1363,UK,GB,Urmston Islamic Society,Urmston Islamic Society,urmston islamic society,"[""1828""]",[]
1364,USA,US,USF SUMA & USF MSA,USF SUMA & USF MSA,usf suma usf msa,"[""978""]",[]
1365,USA,US,UT Austin MSA,UT Austin MSA,ut austin msa,"[""757""]",[]
1366,USA,US,UT Austin UMR,UT Austin UMR,ut austin umr,"[""731""]",[]
1367,USA,US,UT Tyler MSA,UT Tyler MSA,ut tyler msa,"[""753""]",[]
1368,USA,US,UTA MSA,UTA MSA,uta msa,"[""908""]",[]
1369,UK,GB,UTC SERVICES,UTC SERVICES,utc services,"[""624""]",[]
1370,USA,US,Utsa MSA,Utsa MSA,utsa msa,"[""901""]",[]
1371,Canada,CA,UTSC Afghan student association,UTSC Afghan student association,utsc afghan student association,"[""61""]",[]
1372,Canada,CA,UTSC MSA - Ajax,UTSC MSA - Ajax,utsc msa ajax,"[""1830""]",[]
1373,Canada,CA,UTSC MSA - Scarborough,UTSC MSA - Scarborough,utsc msa scarborough,"[""1829""]",[]
1374,Canada,CA,UTSC MSA x IR x TMA x PSA x ASA x PCC,UTSC MSA x IR x TMA x PSA x ASA x PCC,utsc msa x ir x tma x psa x asa x pcc,"[""78""]",[]
1375,Canada,CA,UTSC Pakistani Students' Association,UTSC Pakistani Students' Association,utsc pakistani students association,"[""1831""]",[]
1376,Canada,CA,Uvic,Uvic,uvic,"[""1833""]",[]
1377,USA,US,UW-Madison MSA,UW-Madison MSA,uw madison msa,"[""671""]",[]
1378,USA,US,UW-Milwaukee MSA,UW-Milwaukee MSA,uw milwaukee msa,"[""760""]",[]
1379,USA,US,Valley Stream Central High School,Valley Stream Central High School,valley stream central high school,"[""787""]",[]
1380,USA,US,Valley Stream North Muslim Student Association,Valley Stream North Muslim Student Association,valley stream north muslim student association,"[""767""]",[]
1381,USA,US,Valley stream south Highschool,Valley stream south Highschool,valley stream south highschool,"[""797""]",[]
1382,USA,US,Vanderbilt University's Muslim Student Association,Vanderbilt University's Muslim Student Association,vanderbilt university s muslim student association,"[""922""]",[]
1383,USA,US,Vassar College,Vassar College,vassar college,"[""1834""]",[]
1384,Canada,CA,Velicham NextGen Junior,Velicham NextGen Junior,velicham nextgen junior,"[""177""]",[]
1385,Germany,DE,Vineta All-Stars,Vineta All-Stars,vineta all stars,"[""262""]",[]
1386,USA,US,Virginia Commonwealth University,Virginia Commonwealth University,virginia commonwealth university,"[""646""]",[]
1387,Qatar,QA,Virginia commonwealth university - Qatar,Virginia commonwealth university - Qatar,virginia commonwealth university qatar,"[""1890""]",[]
1388,USA,US,Virginia commonwealth university - Richmond,Virginia commonwealth university - Richmond,virginia commonwealth university richmond,"[""1889""]",[]
1389,Qatar,QA,Virginia Commonwealth University School of the Arts in Qatar,Virginia Commonwealth University School of the Arts in Qatar,virginia commonwealth university school of the arts in qatar,"[""353""]",[]
1390,USA,US,Virginia Tech,Virginia Tech,virginia tech,"[""1835""]",[]
1391,South Africa,ZA,Vitacare kromboom Pharmacy,Vitacare kromboom Pharmacy,vitacare kromboom pharmacy,"[""442""]",[]
1392,USA,US,Wagner College MSA,Wagner College MSA,wagner college msa,"[""667""]",[]
1393,USA,US,Waketech msa,Waketech msa,waketech msa,"[""982""]",[]
1394,Canada,CA,Walter Murray Collegiate MSA,Walter Murray Collegiate MSA,walter murray collegiate msa,"[""1837""]",[]
1395,South Africa,ZA,Wasalaan Nursery and Preschool,Wasalaan Nursery and Preschool,wasalaan nursery and preschool,"[""437""]",[]
1396,USA,US,Wayne State University MSA,Wayne State University MSA,wayne state university msa,"[""1838""]",[]
1397,USA,US,WCSU MSA,WCSU MSA,wcsu msa,"[""935""]",[]
1398,Qatar,QA,Weill Cornell Medical College Qatar,Weill Cornell Medical College Qatar,weill cornell medical college qatar,"[""336""]",[]
1399,USA,US,Wellesley College,Wellesley College,wellesley college,"[""828""]",[]
1400,USA,US,West Chester University of Pennsylvania — Muslim Student Association,West Chester University of Pennsylvania — Muslim Student Association,west chester university of pennsylvania muslim student association,"[""1057""]",[]
1401,UK,GB,West London Peace Project,West London Peace Project,west london peace project,"[""1340""]",[]
1402,USA,US,West Ranch High School Muslim Student Association,West Ranch High School Muslim Student Association,west ranch high school muslim student association,"[""794""]",[]
1403,USA,US,West Springfield High School,West Springfield High School,west springfield high school,"[""1840""]",[]
1404,USA,US,West Virginia University,West Virginia University,west virginia university,"[""786""]",[]
1405,South Africa,ZA,Westerford High School,Westerford High School,westerford high school,"[""1841""]",[]
1406,Canada,CA,Western Canada High School MYC,Western Canada High School MYC,western canada high school myc,"[""1341""]",[]
1407,USA,US,Western Connecticut State University MSA,Western Connecticut State University MSA,western connecticut state university msa,"[""1842""]",[]
1408,USA,US,Western Kentucky University MSA (WKU),Western Kentucky University MSA (WKU),western kentucky university msa wku,"[""861""]",[]
1409,USA,US,Western Michigan University MSA,Western Michigan University MSA,western michigan university msa,"[""734""]",[]
1410,USA,US,Western New England University,Western New England University,western new england university,"[""1843""]",[]
1411,USA,US,Western New England University (MSA),Western New England University (MSA),western new england university msa,"[""693""]",[]
1412,Canada,CA,Western University,Western University,western university,"[""1844""]",[]
1413,Canada,CA,Western University IR x MSA x ASA,Western University IR x MSA x ASA,western university ir x msa x asa,"[""109""]",[]
1414,USA,US,Westfield State University,Westfield State University,westfield state university,"[""884""]",[]
1415,UK,GB,Westminster university,Westminster university,westminster university,"[""599""]",[]
1416,Canada,CA,Westmount Charter High School MYC,Westmount Charter High School MYC,westmount charter high school myc,"[""1846""]",[]
1417,Pakistan,PK,Whales College,Whales College,whales college,"[""343""]",[]
1418,Canada,CA,Wilfrid Laurier MSA,Wilfrid Laurier MSA,wilfrid laurier msa,"[""82""]",[]
1419,Canada,CA,"Wilfrid Laurier University, Muslim Students’ Association (Brantford)","Wilfrid Laurier University, Muslim Students’ Association (Brantford)",wilfrid laurier university muslim students association brantford,"[""159""]",[]
1420,USA,US,William and Mary,William and Mary,william and mary,"[""1847""]",[]
1421,USA,US,Williams College,Williams College,williams college,"[""873""]",[]
1422,UK,GB,Williamwood High School,Williamwood High School,williamwood high school,"[""638""]",[]
1423,UK,GB,Williamwood High School,Williamwood High School,williamwood high school,"[""638""]",[]
1424,Canada,CA,Willian Aberhart High School MYC,Willian Aberhart High School MYC,willian aberhart high school myc,"[""1848""]",[]
1425,Canada,CA,Winnipeg Rahma Islamic Centre,Winnipeg Rahma Islamic Centre,winnipeg rahma islamic centre,"[""152""]",[]
1426,South Africa,ZA,wits lecturer,wits lecturer,wits lecturer,"[""430""]",[]
1427,USA,US,WM MSA,WM MSA,wm msa,"[""932""]",[]
1428,South Africa,ZA,Women With Purpose,Women With Purpose,women with purpose,"[""1342""]",[]
1429,Canada,CA,Womens Thursday Halaqa,Womens Thursday Halaqa,womens thursday halaqa,"[""139""]",[]
1430,UK,GB,Woodfarm High school,Woodfarm High school,woodfarm high school,"[""1849""]",[]
1431,UK,GB,Woodhouse College,Woodhouse College,woodhouse college,"[""479""]",[]
1432,South Africa,ZA,Woodland's fisheries,Woodland's fisheries,woodland s fisheries,"[""434""]",[]
1433,USA,US,Woodson High school,Woodson High school,woodson high school,"[""1850""]",[]
1434,USA,US,Worcester Polytechnic Institute Muslim Student Association (WPI MSA),Worcester Polytechnic Institute Muslim Student Association (WPI MSA),worcester polytechnic institute muslim student association wpi msa,"[""643""]",[]
1435,USA,US,Worcester State University,Worcester State University,worcester state university,"[""856""]",[]
1436,USA,US,Wright State University,Wright State University,wright state university,"[""825""]",[]
1437,USA,US,WSHS MSA,WSHS MSA,wshs msa,"[""1852""]",[]
1438,USA,US,Wylie High School MSA,Wylie High School MSA,wylie high school msa,"[""980""]",[]
1439,South Africa,ZA,Wynberg Boys’ High School,Wynberg Boys’ High School,wynberg boys high school,"[""1854""]",[]
1440,South Africa,ZA,Wynberg Girls High School,Wynberg Girls High School,wynberg girls high school,"[""412""]",[]
1441,Canada,CA,Yahia Paintings,Yahia Paintings,yahia paintings,"[""1856""]",[]
1442,USA,US,Yalla Kafala,Yalla Kafala,yalla kafala,"[""1062""]",[]
1443,Canada,CA,Yemen Art Relief,Yemen Art Relief,yemen art relief,"[""1857""]",[]
1444,USA,US,YM Brighton Beach,YM Brighton Beach,ym brighton beach,"[""1343""]",[]
1445,USA,US,YM BROOKLYN BROTHERS,YM BROOKLYN BROTHERS,ym brooklyn brothers,"[""735""]",[]
1446,USA,US,YM Carrollton,YM Carrollton,ym carrollton,"[""1858""]",[]
1447,USA,US,YM Dallas,YM Dallas,ym dallas,"[""905""]",[]
1448,USA,US,YM Dallas Sisters,YM Dallas Sisters,ym dallas sisters,"[""960""]",[]
1449,USA,US,YM East Brunswick Sisters,YM East Brunswick Sisters,ym east brunswick sisters,"[""987""]",[]
1450,USA,US,YM East Plano,YM East Plano,ym east plano,"[""1859""]",[]
1451,USA,US,YM Flushing Sisters,YM Flushing Sisters,ym flushing sisters,"[""810""]",[]
1452,USA,US,YM Houston,YM Houston,ym houston,"[""904""]",[]
1453,USA,US,YM Jamaica,YM Jamaica,ym jamaica,"[""1860""]",[]
1454,USA,US,YM Kensington Sisters,YM Kensington Sisters,ym kensington sisters,"[""682""]",[]
1455,USA,US,YM metrowest,YM metrowest,ym metrowest,"[""860""]",[]
1456,USA,US,YM Miami,YM Miami,ym miami,"[""855""]",[]
1457,USA,US,YM NEW HYDE PARK SISTERS,YM NEW HYDE PARK SISTERS,ym new hyde park sisters,"[""1861""]",[]
1458,USA,US,YM Piscataway Sisters,YM Piscataway Sisters,ym piscataway sisters,"[""917""]",[]
1459,USA,US,YM Pompano,YM Pompano,ym pompano,"[""1862""]",[]
1460,USA,US,YM Richardson,YM Richardson,ym richardson,"[""895""]",[]
1461,USA,US,YM Roslyn Sisters,YM Roslyn Sisters,ym roslyn sisters,"[""1863""]",[]
1462,USA,US,YM Sayreville,YM Sayreville,ym sayreville,"[""988""]",[]
1463,USA,US,YM Sisters Charlotte,YM Sisters Charlotte,ym sisters charlotte,"[""706""]",[]
1464,USA,US,YM Sisters New York,YM Sisters New York,ym sisters new york,"[""1864""]",[]
1465,USA,US,YM SoFlo,YM SoFlo,ym soflo,"[""844""]",[]
1466,USA,US,YM west palm,YM west palm,ym west palm,"[""1865""]",[]
1467,USA,US,YM Windsor Locks,YM Windsor Locks,ym windsor locks,"[""1866""]",[]
1468,USA,US,YM Worcester,YM Worcester,ym worcester,"[""862""]",[]
1469,USA,US,YMS Pompano,YMS Pompano,yms pompano,"[""737""]",[]
1470,USA,US,YMS South Florida,YMS South Florida,yms south florida,"[""739""]",[]
1471,UK,GB,York ISOC,York ISOC,york isoc,"[""1868""]",[]
1472,Canada,CA,York University - Glendon Campus,York University - Glendon Campus,york university glendon campus,"[""113""]",[]
1473,Canada,CA,York University Muslim Students Association,York University Muslim Students Association,york university muslim students association,"[""1""]",[]
1474,USA,US,Young Muslim NJ South Sisters,Young Muslim NJ South Sisters,young muslim nj south sisters,"[""1068""]",[]
1475,USA,US,Young Muslim Sisters of Piscataway,Young Muslim Sisters of Piscataway,young muslim sisters of piscataway,"[""1869""]",[]
1476,USA,US,Young Muslima (Houston),Young Muslima (Houston),young muslima houston,"[""1870""]",[]
1477,USA,US,Young Muslims - Miami,Young Muslims - Miami,young muslims miami,"[""1892""]",[]
1478,USA,US,Young Muslims - New York,Young Muslims - New York,young muslims new york,"[""1891""]",[]
1479,USA,US,Young Muslims (Sisters),Young Muslims (Sisters),young muslims sisters,"[""1871""]",[]
1480,USA,US,Young Muslims Berlin,Young Muslims Berlin,young muslims berlin,"[""1872""]",[]
1481,USA,US,Young Muslims Dallas,Young Muslims Dallas,young muslims dallas,"[""1873""]",[]
1482,USA,US,Young Muslims Lowell,Young Muslims Lowell,young muslims lowell,"[""863""]",[]
1483,USA,US,Young Muslims New Jersey Sisters- South,Young Muslims New Jersey Sisters- South,young muslims new jersey sisters south,"[""986""]",[]
1484,USA,US,Young Muslims of Carrollton,Young Muslims of Carrollton,young muslims of carrollton,"[""1874""]",[]
1485,USA,US,Young Muslims of East Plano,Young Muslims of East Plano,young muslims of east plano,"[""859""]",[]
1486,USA,US,Young Muslims of Frisco,Young Muslims of Frisco,young muslims of frisco,"[""1875""]",[]
1487,USA,US,Young Muslims of Irving,Young Muslims of Irving,young muslims of irving,"[""1876""]",[]
1488,USA,US,Young Muslims of New York,Young Muslims of New York,young muslims of new york,"[""994""]",[]
1489,USA,US,Young Muslims of South Florida,Young Muslims of South Florida,young muslims of south florida,"[""1877""]",[]
1490,USA,US,Young Muslims of Valley Ranch,Young Muslims of Valley Ranch,young muslims of valley ranch,"[""1878""]",[]
1491,USA,US,Young Muslims Pembroke Pines,Young Muslims Pembroke Pines,young muslims pembroke pines,"[""867""]",[]
1492,USA,US,Young Muslims Pittsburgh,Young Muslims Pittsburgh,young muslims pittsburgh,"[""907""]",[]
1493,USA,US,Young Muslims Pompano beach Brothers,Young Muslims Pompano beach Brothers,young muslims pompano beach brothers,"[""791""]",[]
1494,USA,US,Young Muslims Richardson,Young Muslims Richardson,young muslims richardson,"[""1879""]",[]
1495,USA,US,Young Muslims SoFlo,Young Muslims SoFlo,young muslims soflo,"[""1880""]",[]
1496,USA,US,Young Muslims Teaneck,Young Muslims Teaneck,young muslims teaneck,"[""777""]",[]
1497,USA,US,Young Muslims West Palm Beach,Young Muslims West Palm Beach,young muslims west palm beach,"[""793""]",[]
1498,Germany,DE,Young Schura e.V.,Young Schura e.V.,young schura e v,"[""272""]",[]
1499,USA,US,YoungMuslims,YoungMuslims,youngmuslims,"[""1344""]",[]
1500,Canada,CA,Youth Lifting Youth Calgary,Youth Lifting Youth Calgary,youth lifting youth calgary,"[""1881""]",[]
1501,South Africa,ZA,Zaytoon Foundation South Africa,Zaytoon Foundation South Africa,zaytoon foundation south africa,"[""427""]",[]
